Session_Number,Trial_Time,Listener_Number,Subject_3,Subject_4,Talker_Number,Score,Target_Word,Response_Word_1,Talker_Language,Listener_Language,Background_Noise,Peak/Peak_SNR_(at_Listener),TabRT1,Orientation,Location,Rating,Listener_Age,Talker_Age,Listener_Sex,Talker_Sex,Listener_Status,Talker_Status,
832,7.365615e+05,1021,6,6,1060,1,135,135,Non-Native,Native,7.640000e+01,5.100000e+00,1613,Face_Tablet,Cafeteria,4,23,43,Female,Female,YNH,MNH,
832,7.365615e+05,1021,6,6,1023,1,273,273,Bilingual,Native,7.770000e+01,2.450000e+00,1074,Face_Target,Cafeteria,4,23,22,Female,Male,YNH,YNH,
832,7.365615e+05,1021,6,6,1059,1,217,217,Native,Native,7.365000e+01,6.200000e+00,830,Face_Target,Cafeteria,2,23,25,Female,Female,YNH,YNH,
832,7.365615e+05,1021,6,6,1060,1,86,86,Non-Native,Native,77,5.200000e+00,478,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
832,7.365615e+05,1021,6,6,1023,1,131,131,Bilingual,Native,7.660000e+01,4.950000e+00,1019,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
832,7.365615e+05,1021,6,6,1023,1,212,212,Bilingual,Native,7.220000e+01,9.550000e+00,1750,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
832,7.365615e+05,1021,6,6,1059,1,55,55,Native,Native,8.120000e+01,9.500000e-01,1001,Normal,Cafeteria,2,23,25,Female,Female,YNH,YNH,
832,7.365615e+05,1021,6,6,1023,1,108,108,Bilingual,Native,7.695000e+01,3.550000e+00,1779,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
832,7.365615e+05,1021,6,6,1023,1,257,257,Bilingual,Native,7.735000e+01,3.450000e+00,1032,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
832,7.365615e+05,1021,6,6,1060,1,49,49,Non-Native,Native,7.920000e+01,2.250000e+00,1484,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
832,7.365615e+05,1021,6,6,1059,1,48,48,Native,Native,7.595000e+01,2.600000e+00,882,Normal,Cafeteria,2,23,25,Female,Female,YNH,YNH,
832,7.365615e+05,1021,6,6,1060,1,220,220,Non-Native,Native,7.575000e+01,8.100000e+00,938,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
832,7.365615e+05,1021,6,6,1059,1,181,181,Native,Native,7.745000e+01,2.950000e+00,1326,Normal,Cafeteria,2,23,25,Female,Female,YNH,YNH,
832,7.365615e+05,1021,6,6,1023,1,202,202,Bilingual,Native,7.685000e+01,6.650000e+00,771,Face_Tablet,Cafeteria,4,23,22,Female,Male,YNH,YNH,
832,7.365615e+05,1021,6,6,1059,1,6,6,Native,Native,7.185000e+01,6.300000e+00,1704,Face_Target,Cafeteria,2,23,25,Female,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1060,1,135,135,Non-Native,Bilingual,7.640000e+01,5.100000e+00,2277,Face_Tablet,Cafeteria,5,22,43,Male,Female,YNH,MNH,
832,7.365615e+05,1023,6,6,1021,1,175,175,Native,Bilingual,8.196667e+01,-2.766667e+00,1826,Normal,Cafeteria,3,22,23,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1021,1,70,70,Native,Bilingual,7.366667e+01,4.866667e+00,658,Normal,Cafeteria,3,22,23,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1021,1,257,257,Native,Bilingual,7.756667e+01,1.233333e+00,1802,Normal,Cafeteria,3,22,23,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1059,1,217,217,Native,Bilingual,7.365000e+01,6.200000e+00,1977,Face_Target,Cafeteria,4,22,25,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1021,1,118,118,Native,Bilingual,7.713333e+01,4.766667e+00,1925,Normal,Cafeteria,3,22,23,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1060,1,86,86,Non-Native,Bilingual,77,5.200000e+00,1401,Normal,Cafeteria,5,22,43,Male,Female,YNH,MNH,
832,7.365615e+05,1023,6,6,1059,1,55,55,Native,Bilingual,8.120000e+01,9.500000e-01,2783,Normal,Cafeteria,4,22,25,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1021,1,150,150,Native,Bilingual,7.776667e+01,3.333333e-01,1305,Normal,Cafeteria,3,22,23,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1060,0,49,136,Non-Native,Bilingual,7.920000e+01,2.250000e+00,4529,Normal,Cafeteria,5,22,43,Male,Female,YNH,MNH,
832,7.365615e+05,1023,6,6,1059,1,48,48,Native,Bilingual,7.595000e+01,2.600000e+00,2413,Normal,Cafeteria,4,22,25,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1060,1,220,220,Non-Native,Bilingual,7.575000e+01,8.100000e+00,1152,Normal,Cafeteria,5,22,43,Male,Female,YNH,MNH,
832,7.365615e+05,1023,6,6,1059,1,181,181,Native,Bilingual,7.745000e+01,2.950000e+00,1672,Normal,Cafeteria,4,22,25,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1059,1,6,6,Native,Bilingual,7.185000e+01,6.300000e+00,1369,Face_Target,Cafeteria,4,22,25,Male,Female,YNH,YNH,
832,7.365615e+05,1023,6,6,1021,0,124,23,Native,Bilingual,7.760000e+01,2.433333e+00,2615,Normal,Cafeteria,3,22,23,Male,Female,YNH,YNH,
832,7.365615e+05,1059,6,6,1060,0,135,140,Non-Native,Native,7.640000e+01,5.100000e+00,1412,Face_Tablet,Cafeteria,7,25,43,Female,Female,YNH,MNH,
832,7.365615e+05,1059,6,6,1023,0,273,170,Bilingual,Native,7.770000e+01,2.450000e+00,5878,Face_Target,Cafeteria,3,25,22,Female,Male,YNH,YNH,
832,7.365615e+05,1059,6,6,1021,1,175,175,Native,Native,8.196667e+01,-2.766667e+00,2149,Normal,Cafeteria,2,25,23,Female,Female,YNH,YNH,
832,7.365615e+05,1059,6,6,1021,1,70,70,Native,Native,7.366667e+01,4.866667e+00,849,Normal,Cafeteria,2,25,23,Female,Female,YNH,YNH,
832,7.365615e+05,1059,6,6,1021,1,257,257,Native,Native,7.756667e+01,1.233333e+00,1102,Normal,Cafeteria,2,25,23,Female,Female,YNH,YNH,
832,7.365615e+05,1059,6,6,1021,1,118,118,Native,Native,7.713333e+01,4.766667e+00,749,Normal,Cafeteria,2,25,23,Female,Female,YNH,YNH,
832,7.365615e+05,1059,6,6,1060,0,86,63,Non-Native,Native,77,5.200000e+00,1770,Normal,Cafeteria,7,25,43,Female,Female,YNH,MNH,
832,7.365615e+05,1059,6,6,1023,1,131,131,Bilingual,Native,7.660000e+01,4.950000e+00,1931,Normal,Cafeteria,3,25,22,Female,Male,YNH,YNH,
832,7.365615e+05,1059,6,6,1023,1,212,212,Bilingual,Native,7.220000e+01,9.550000e+00,1521,Normal,Cafeteria,3,25,22,Female,Male,YNH,YNH,
832,7.365615e+05,1059,6,6,1023,1,108,108,Bilingual,Native,7.695000e+01,3.550000e+00,2294,Normal,Cafeteria,3,25,22,Female,Male,YNH,YNH,
832,7.365615e+05,1059,6,6,1023,1,257,257,Bilingual,Native,7.735000e+01,3.450000e+00,2602,Normal,Cafeteria,3,25,22,Female,Male,YNH,YNH,
832,7.365615e+05,1059,6,6,1021,1,150,150,Native,Native,7.776667e+01,3.333333e-01,1412,Normal,Cafeteria,2,25,23,Female,Female,YNH,YNH,
832,7.365615e+05,1059,6,6,1060,1,49,49,Non-Native,Native,7.920000e+01,2.250000e+00,1706,Normal,Cafeteria,7,25,43,Female,Female,YNH,MNH,
832,7.365615e+05,1059,6,6,1060,1,220,220,Non-Native,Native,7.575000e+01,8.100000e+00,1235,Normal,Cafeteria,7,25,43,Female,Female,YNH,MNH,
832,7.365615e+05,1059,6,6,1023,1,202,202,Bilingual,Native,7.685000e+01,6.650000e+00,1110,Face_Tablet,Cafeteria,3,25,22,Female,Male,YNH,YNH,
832,7.365615e+05,1059,6,6,1021,0,124,23,Native,Native,7.760000e+01,2.433333e+00,5696,Normal,Cafeteria,2,25,23,Female,Female,YNH,YNH,
832,7.365615e+05,1060,6,6,1023,1,273,273,Bilingual,Non-Native,7.770000e+01,2.450000e+00,3863,Face_Target,Cafeteria,4,43,22,Female,Male,MNH,YNH,
832,7.365615e+05,1060,6,6,1021,1,175,175,Native,Non-Native,8.196667e+01,-2.766667e+00,2336,Normal,Cafeteria,2,43,23,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1021,1,70,70,Native,Non-Native,7.366667e+01,4.866667e+00,766,Normal,Cafeteria,2,43,23,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1021,1,257,257,Native,Non-Native,7.756667e+01,1.233333e+00,1375,Normal,Cafeteria,2,43,23,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1059,1,217,217,Native,Non-Native,7.365000e+01,6.200000e+00,2208,Face_Target,Cafeteria,4,43,25,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1021,1,118,118,Native,Non-Native,7.713333e+01,4.766667e+00,976,Normal,Cafeteria,2,43,23,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1023,1,131,131,Bilingual,Non-Native,7.660000e+01,4.950000e+00,4200,Normal,Cafeteria,4,43,22,Female,Male,MNH,YNH,
832,7.365615e+05,1060,6,6,1023,1,212,212,Bilingual,Non-Native,7.220000e+01,9.550000e+00,1843,Normal,Cafeteria,4,43,22,Female,Male,MNH,YNH,
832,7.365615e+05,1060,6,6,1059,1,55,55,Native,Non-Native,8.120000e+01,9.500000e-01,1746,Normal,Cafeteria,4,43,25,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1023,1,108,108,Bilingual,Non-Native,7.695000e+01,3.550000e+00,3208,Normal,Cafeteria,4,43,22,Female,Male,MNH,YNH,
832,7.365615e+05,1060,6,6,1023,1,257,257,Bilingual,Non-Native,7.735000e+01,3.450000e+00,6378,Normal,Cafeteria,4,43,22,Female,Male,MNH,YNH,
832,7.365615e+05,1060,6,6,1021,1,150,150,Native,Non-Native,7.776667e+01,3.333333e-01,2045,Normal,Cafeteria,2,43,23,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1059,1,48,48,Native,Non-Native,7.595000e+01,2.600000e+00,2612,Normal,Cafeteria,4,43,25,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1059,1,181,181,Native,Non-Native,7.745000e+01,2.950000e+00,2245,Normal,Cafeteria,4,43,25,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1023,1,202,202,Bilingual,Non-Native,7.685000e+01,6.650000e+00,2638,Face_Tablet,Cafeteria,4,43,22,Female,Male,MNH,YNH,
832,7.365615e+05,1060,6,6,1059,1,6,6,Native,Non-Native,7.185000e+01,6.300000e+00,1081,Face_Target,Cafeteria,4,43,25,Female,Female,MNH,YNH,
832,7.365615e+05,1060,6,6,1021,1,124,124,Native,Non-Native,7.760000e+01,2.433333e+00,848,Normal,Cafeteria,2,43,23,Female,Female,MNH,YNH,
831,7.365615e+05,1021,6,6,1023,1,160,160,Bilingual,Native,7.375000e+01,5.450000e+00,1953,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1059,1,80,80,Native,Native,7.420000e+01,3.950000e+00,627,Normal,Cafeteria,2,23,25,Female,Female,YNH,YNH,
831,7.365615e+05,1021,6,6,1023,1,141,141,Bilingual,Native,7.555000e+01,5.350000e+00,1360,Face_Tablet,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1023,1,127,127,Bilingual,Native,7.565000e+01,4,1659,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1060,1,230,230,Non-Native,Native,7.090000e+01,1.025000e+01,1468,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
831,7.365615e+05,1021,6,6,1059,1,142,142,Native,Native,7.670000e+01,2.800000e+00,1271,Normal,Cafeteria,2,23,25,Female,Female,YNH,YNH,
831,7.365615e+05,1021,6,6,1023,0,188,181,Bilingual,Native,8.005000e+01,1.800000e+00,1423,Face_Tablet,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1023,1,124,124,Bilingual,Native,7.450000e+01,8.500000e+00,893,Face_Tablet,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1060,1,213,213,Non-Native,Native,7.525000e+01,5.500000e+00,1810,Face_Target,Cafeteria,4,23,43,Female,Female,YNH,MNH,
831,7.365615e+05,1021,6,6,1059,1,102,102,Native,Native,7.490000e+01,5.100000e+00,1150,Face_Target,Cafeteria,2,23,25,Female,Female,YNH,YNH,
831,7.365615e+05,1021,6,6,1023,1,226,226,Bilingual,Native,7.015000e+01,8.150000e+00,702,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1060,1,263,263,Non-Native,Native,7.295000e+01,9.150000e+00,798,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
831,7.365615e+05,1021,6,6,1023,1,143,143,Bilingual,Native,7.450000e+01,3.800000e+00,1413,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1060,1,241,241,Non-Native,Native,7.245000e+01,7.650000e+00,1351,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
831,7.365615e+05,1021,6,6,1023,1,151,151,Bilingual,Native,7.435000e+01,6.850000e+00,1551,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1023,1,130,130,Bilingual,Native,7.335000e+01,6.800000e+00,827,Face_Tablet,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1021,6,6,1060,1,158,158,Non-Native,Native,7.865000e+01,3.500000e+00,1453,Face_Target,Cafeteria,4,23,43,Female,Female,YNH,MNH,
831,7.365615e+05,1021,6,6,1060,1,153,153,Non-Native,Native,7.070000e+01,1.325000e+01,1113,Face_Target,Cafeteria,4,23,43,Female,Female,YNH,MNH,
831,7.365615e+05,1021,6,6,1023,1,209,209,Bilingual,Native,7.440000e+01,5.600000e+00,1646,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
831,7.365615e+05,1023,6,6,1059,1,80,80,Native,Bilingual,7.420000e+01,3.950000e+00,1354,Normal,Cafeteria,4,22,25,Male,Female,YNH,YNH,
831,7.365615e+05,1023,6,6,1060,1,230,230,Non-Native,Bilingual,7.090000e+01,1.025000e+01,1245,Normal,Cafeteria,4,22,43,Male,Female,YNH,MNH,
831,7.365615e+05,1023,6,6,1059,1,142,142,Native,Bilingual,7.670000e+01,2.800000e+00,1968,Normal,Cafeteria,4,22,25,Male,Female,YNH,YNH,
831,7.365615e+05,1023,6,6,1060,0,213,216,Non-Native,Bilingual,7.525000e+01,5.500000e+00,2805,Face_Target,Cafeteria,4,22,43,Male,Female,YNH,MNH,
831,7.365615e+05,1023,6,6,1021,1,47,47,Native,Bilingual,7.423333e+01,4.433333e+00,742,Normal,Cafeteria,4,22,23,Male,Female,YNH,YNH,
831,7.365615e+05,1023,6,6,1021,1,89,89,Native,Bilingual,7.473333e+01,4.033333e+00,815,Normal,Cafeteria,4,22,23,Male,Female,YNH,YNH,
831,7.365615e+05,1023,6,6,1059,1,102,102,Native,Bilingual,7.490000e+01,5.100000e+00,924,Face_Target,Cafeteria,4,22,25,Male,Female,YNH,YNH,
831,7.365615e+05,1023,6,6,1060,1,263,263,Non-Native,Bilingual,7.295000e+01,9.150000e+00,1562,Normal,Cafeteria,4,22,43,Male,Female,YNH,MNH,
831,7.365615e+05,1023,6,6,1021,1,71,71,Native,Bilingual,7.070000e+01,6.366667e+00,2310,Face_Tablet,Cafeteria,4,22,23,Male,Female,YNH,YNH,
831,7.365615e+05,1023,6,6,1021,1,266,266,Native,Bilingual,7.546667e+01,1.833333e+00,2910,Face_Tablet,Cafeteria,4,22,23,Male,Female,YNH,YNH,
831,7.365615e+05,1023,6,6,1060,1,241,241,Non-Native,Bilingual,7.245000e+01,7.650000e+00,610,Normal,Cafeteria,4,22,43,Male,Female,YNH,MNH,
831,7.365615e+05,1023,6,6,1060,1,158,158,Non-Native,Bilingual,7.865000e+01,3.500000e+00,1395,Face_Target,Cafeteria,4,22,43,Male,Female,YNH,MNH,
831,7.365615e+05,1023,6,6,1060,1,153,153,Non-Native,Bilingual,7.070000e+01,1.325000e+01,1069,Face_Target,Cafeteria,4,22,43,Male,Female,YNH,MNH,
831,7.365615e+05,1059,6,6,1023,1,160,160,Bilingual,Native,7.375000e+01,5.450000e+00,1837,Normal,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1023,1,141,141,Bilingual,Native,7.555000e+01,5.350000e+00,2440,Face_Tablet,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1023,1,127,127,Bilingual,Native,7.565000e+01,4,1696,Normal,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1060,1,230,230,Non-Native,Native,7.090000e+01,1.025000e+01,1800,Normal,Cafeteria,6,25,43,Female,Female,YNH,MNH,
831,7.365615e+05,1059,6,6,1023,0,188,181,Bilingual,Native,8.005000e+01,1.800000e+00,3718,Face_Tablet,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1023,1,124,124,Bilingual,Native,7.450000e+01,8.500000e+00,743,Face_Tablet,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1060,1,213,213,Non-Native,Native,7.525000e+01,5.500000e+00,1916,Face_Target,Cafeteria,6,25,43,Female,Female,YNH,MNH,
831,7.365615e+05,1059,6,6,1021,1,47,47,Native,Native,7.423333e+01,4.433333e+00,729,Normal,Cafeteria,1,25,23,Female,Female,YNH,YNH,
831,7.365615e+05,1059,6,6,1021,1,89,89,Native,Native,7.473333e+01,4.033333e+00,911,Normal,Cafeteria,1,25,23,Female,Female,YNH,YNH,
831,7.365615e+05,1059,6,6,1023,1,226,226,Bilingual,Native,7.015000e+01,8.150000e+00,1140,Normal,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1060,1,263,263,Non-Native,Native,7.295000e+01,9.150000e+00,1605,Normal,Cafeteria,6,25,43,Female,Female,YNH,MNH,
831,7.365615e+05,1059,6,6,1021,1,71,71,Native,Native,7.070000e+01,6.366667e+00,2720,Face_Tablet,Cafeteria,1,25,23,Female,Female,YNH,YNH,
831,7.365615e+05,1059,6,6,1023,1,143,143,Bilingual,Native,7.450000e+01,3.800000e+00,1976,Normal,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1021,1,266,266,Native,Native,7.546667e+01,1.833333e+00,1260,Face_Tablet,Cafeteria,1,25,23,Female,Female,YNH,YNH,
831,7.365615e+05,1059,6,6,1060,1,241,241,Non-Native,Native,7.245000e+01,7.650000e+00,935,Normal,Cafeteria,6,25,43,Female,Female,YNH,MNH,
831,7.365615e+05,1059,6,6,1023,1,151,151,Bilingual,Native,7.435000e+01,6.850000e+00,1390,Normal,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1023,1,130,130,Bilingual,Native,7.335000e+01,6.800000e+00,1805,Face_Tablet,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1059,6,6,1060,1,158,158,Non-Native,Native,7.865000e+01,3.500000e+00,1025,Face_Target,Cafeteria,6,25,43,Female,Female,YNH,MNH,
831,7.365615e+05,1059,6,6,1060,0,153,146,Non-Native,Native,7.070000e+01,1.325000e+01,997,Face_Target,Cafeteria,6,25,43,Female,Female,YNH,MNH,
831,7.365615e+05,1059,6,6,1023,1,209,209,Bilingual,Native,7.440000e+01,5.600000e+00,2555,Normal,Cafeteria,4,25,22,Female,Male,YNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,160,160,Bilingual,Non-Native,7.375000e+01,5.450000e+00,2291,Normal,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1059,0,80,32,Native,Non-Native,7.420000e+01,3.950000e+00,5799,Normal,Cafeteria,3,43,25,Female,Female,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,141,141,Bilingual,Non-Native,7.555000e+01,5.350000e+00,2605,Face_Tablet,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,127,127,Bilingual,Non-Native,7.565000e+01,4,6615,Normal,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1059,1,142,142,Native,Non-Native,7.670000e+01,2.800000e+00,2345,Normal,Cafeteria,3,43,25,Female,Female,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,0,188,181,Bilingual,Non-Native,8.005000e+01,1.800000e+00,4832,Face_Tablet,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,124,124,Bilingual,Non-Native,7.450000e+01,8.500000e+00,1302,Face_Tablet,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1021,1,47,47,Native,Non-Native,7.423333e+01,4.433333e+00,1204,Normal,Cafeteria,1,43,23,Female,Female,MNH,YNH,
831,7.365615e+05,1060,6,6,1021,1,89,89,Native,Non-Native,7.473333e+01,4.033333e+00,1610,Normal,Cafeteria,1,43,23,Female,Female,MNH,YNH,
831,7.365615e+05,1060,6,6,1059,1,102,102,Native,Non-Native,7.490000e+01,5.100000e+00,1946,Face_Target,Cafeteria,3,43,25,Female,Female,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,226,226,Bilingual,Non-Native,7.015000e+01,8.150000e+00,1150,Normal,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1021,1,71,71,Native,Non-Native,7.070000e+01,6.366667e+00,2540,Face_Tablet,Cafeteria,1,43,23,Female,Female,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,143,143,Bilingual,Non-Native,7.450000e+01,3.800000e+00,1767,Normal,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1021,1,266,266,Native,Non-Native,7.546667e+01,1.833333e+00,2329,Face_Tablet,Cafeteria,1,43,23,Female,Female,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,151,151,Bilingual,Non-Native,7.435000e+01,6.850000e+00,2826,Normal,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,130,130,Bilingual,Non-Native,7.335000e+01,6.800000e+00,1451,Face_Tablet,Cafeteria,3,43,22,Female,Male,MNH,YNH,
831,7.365615e+05,1060,6,6,1023,1,209,209,Bilingual,Non-Native,7.440000e+01,5.600000e+00,1811,Normal,Cafeteria,3,43,22,Female,Male,MNH,YNH,
830,7.365615e+05,1021,6,6,1023,1,121,121,Bilingual,Native,6.585000e+01,1.130000e+01,732,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
830,7.365615e+05,1021,6,6,1060,1,210,210,Non-Native,Native,6.320000e+01,1.840000e+01,884,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
830,7.365615e+05,1021,6,6,1059,1,222,222,Native,Native,6.285000e+01,9.050000e+00,842,Face_Tablet,Cafeteria,3,23,25,Female,Female,YNH,YNH,
830,7.365615e+05,1021,6,6,1023,1,74,74,Bilingual,Native,6.685000e+01,7.150000e+00,857,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
830,7.365615e+05,1021,6,6,1023,1,31,31,Bilingual,Native,6.315000e+01,1.220000e+01,1467,Face_Target,Cafeteria,4,23,22,Female,Male,YNH,YNH,
830,7.365615e+05,1021,6,6,1060,1,181,181,Non-Native,Native,6.275000e+01,1.545000e+01,2113,Face_Tablet,Cafeteria,4,23,43,Female,Female,YNH,MNH,
830,7.365615e+05,1021,6,6,1060,1,116,116,Non-Native,Native,6.275000e+01,1.635000e+01,1329,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
830,7.365615e+05,1021,6,6,1059,1,83,83,Native,Native,6.505000e+01,8.450000e+00,1403,Face_Tablet,Cafeteria,3,23,25,Female,Female,YNH,YNH,
830,7.365615e+05,1021,6,6,1059,0,61,60,Native,Native,6.495000e+01,7.750000e+00,781,Normal,Cafeteria,3,23,25,Female,Female,YNH,YNH,
830,7.365615e+05,1021,6,6,1023,1,156,156,Bilingual,Native,6.505000e+01,8.250000e+00,1831,Normal,Cafeteria,4,23,22,Female,Male,YNH,YNH,
830,7.365615e+05,1021,6,6,1059,1,22,22,Native,Native,66,8.550000e+00,1290,Normal,Cafeteria,3,23,25,Female,Female,YNH,YNH,
830,7.365615e+05,1021,6,6,1023,1,57,57,Bilingual,Native,6.490000e+01,1.295000e+01,1496,Face_Tablet,Cafeteria,4,23,22,Female,Male,YNH,YNH,
830,7.365615e+05,1021,6,6,1059,1,216,216,Native,Native,6.405000e+01,8.550000e+00,1306,Normal,Cafeteria,3,23,25,Female,Female,YNH,YNH,
830,7.365615e+05,1021,6,6,1060,1,94,94,Non-Native,Native,6.630000e+01,1.375000e+01,1168,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
830,7.365615e+05,1021,6,6,1059,1,45,45,Native,Native,6.475000e+01,9.350000e+00,995,Normal,Cafeteria,3,23,25,Female,Female,YNH,YNH,
830,7.365615e+05,1021,6,6,1060,1,96,96,Non-Native,Native,6.520000e+01,1.150000e+01,1055,Normal,Cafeteria,4,23,43,Female,Female,YNH,MNH,
830,7.365615e+05,1023,6,6,1060,1,210,210,Non-Native,Bilingual,6.320000e+01,1.840000e+01,2212,Normal,Cafeteria,3,22,43,Male,Female,YNH,MNH,
830,7.365615e+05,1023,6,6,1021,1,118,118,Native,Bilingual,6.590000e+01,8.500000e+00,1087,Face_Tablet,Cafeteria,3,22,23,Male,Female,YNH,YNH,
830,7.365615e+05,1023,6,6,1021,1,72,72,Native,Bilingual,6.516667e+01,8.700000e+00,1936,Normal,Cafeteria,3,22,23,Male,Female,YNH,YNH,
830,7.365615e+05,1023,6,6,1021,1,78,78,Native,Bilingual,6.420000e+01,9.166667e+00,1742,Normal,Cafeteria,3,22,23,Male,Female,YNH,YNH,
830,7.365615e+05,1023,6,6,1059,1,222,222,Native,Bilingual,6.285000e+01,9.050000e+00,1053,Face_Tablet,Cafeteria,3,22,25,Male,Female,YNH,YNH,
830,7.365615e+05,1023,6,6,1060,1,181,181,Non-Native,Bilingual,6.275000e+01,1.545000e+01,1782,Face_Tablet,Cafeteria,3,22,43,Male,Female,YNH,MNH,
830,7.365615e+05,1023,6,6,1060,1,116,116,Non-Native,Bilingual,6.275000e+01,1.635000e+01,2266,Normal,Cafeteria,3,22,43,Male,Female,YNH,MNH,
830,7.365615e+05,1023,6,6,1059,0,83,38,Native,Bilingual,6.505000e+01,8.450000e+00,1337,Face_Tablet,Cafeteria,3,22,25,Male,Female,YNH,YNH,
830,7.365615e+05,1023,6,6,1059,1,61,61,Native,Bilingual,6.495000e+01,7.750000e+00,5111,Normal,Cafeteria,3,22,25,Male,Female,YNH,YNH,
830,7.365615e+05,1023,6,6,1059,1,22,22,Native,Bilingual,66,8.550000e+00,1413,Normal,Cafeteria,3,22,25,Male,Female,YNH,YNH,
830,7.365615e+05,1023,6,6,1059,1,216,216,Native,Bilingual,6.405000e+01,8.550000e+00,1079,Normal,Cafeteria,3,22,25,Male,Female,YNH,YNH,
